date,region,product,category,sales,quantity,customer_id,channel
2026-02-07,西南,SKU-D,常规,3464.86,17,C-2063,线上
2026-02-07,华南,SKU-B,核心,9071.26,45,C-2019,经销商
2026-02-07,华南,SKU-A,核心,11921.08,59,C-2041,线下
2026-02-07,华北,SKU-C,常规,7278.92,36,C-2027,线上
2026-02-07,华中,SKU-A,核心,9323.14,46,C-2048,经销商
2026-02-07,华东,SKU-E,长尾,2631.31,13,C-2065,线下
2026-02-07,华东,SKU-D,常规,5755.61,28,C-2133,线下
2026-02-07,华南,SKU-C,常规,5903.1,29,C-2079,线下
2026-02-07,华中,SKU-D,常规,3092.17,15,C-2144,线上
2026-02-07,西南,SKU-E,长尾,1716.15,8,C-2132,经销商
2026-02-07,西南,SKU-C,常规,4793.84,23,C-2143,经销商
2026-02-07,华北,SKU-D,常规,4485.16,22,C-2128,线下
2026-02-07,华中,SKU-E,长尾,1834.95,9,C-2135,线上
2026-02-07,华北,SKU-E,长尾,2190.01,10,C-2106,经销商
2026-02-07,华南,SKU-E,长尾,1973.15,9,C-2056,经销商
2026-02-07,西南,SKU-A,核心,9429.99,47,C-2149,经销商
2026-02-07,华北,SKU-B,核心,8811.91,44,C-2116,线上
2026-02-07,华东,SKU-B,核心,13068.6,65,C-2127,线下
2026-02-07,华东,SKU-A,核心,17543.04,87,C-2016,线下
2026-02-07,华中,SKU-B,核心,8261.63,41,C-2029,经销商
2026-02-08,华中,SKU-C,常规,4892.44,24,C-2044,线下
2026-02-08,华东,SKU-D,常规,5738.23,28,C-2005,线上
2026-02-08,华东,SKU-C,常规,8412.78,42,C-2115,经销商
2026-02-08,华北,SKU-A,核心,13558.75,67,C-2114,线下
2026-02-08,华中,SKU-D,常规,3353.38,16,C-2075,线上
2026-02-08,华北,SKU-C,常规,6246.92,31,C-2083,线上
2026-02-08,华南,SKU-B,核心,8358.72,41,C-2033,线上
2026-02-08,华中,SKU-E,长尾,1986.42,9,C-2124,经销商
2026-02-08,华南,SKU-A,核心,10244.66,51,C-2019,经销商
2026-02-08,西南,SKU-A,核心,9915.17,49,C-2108,线上
2026-02-08,西南,SKU-E,长尾,1476.06,7,C-2191,经销商
2026-02-08,华中,SKU-B,核心,8951.87,44,C-2018,线上
2026-02-08,华东,SKU-A,核心,18059.69,90,C-2016,线下
2026-02-08,华北,SKU-D,常规,4491.94,22,C-2084,线上
2026-02-08,西南,SKU-D,常规,3117.3,15,C-2026,经销商
2026-02-08,华东,SKU-E,长尾,2950.73,14,C-2014,线下
2026-02-08,西南,SKU-B,核心,7742.65,38,C-2066,线下
2026-02-08,华中,SKU-A,核心,10406.21,52,C-2160,线上
2026-02-08,华南,SKU-D,常规,4155.49,20,C-2178,线上
2026-02-08,西南,SKU-C,常规,4988.27,24,C-2179,线上
2026-02-08,华南,SKU-C,常规,6443.81,32,C-2020,线上
2026-02-08,华北,SKU-B,核心,9889.01,49,C-2135,经销商
2026-02-08,华东,SKU-B,核心,14454.71,72,C-2088,经销商
2026-02-08,华北,SKU-E,长尾,1975.19,9,C-2197,线下
2026-02-08,华南,SKU-E,长尾,2149.69,10,C-2000,线上
2026-02-09,华东,SKU-A,核心,14629.49,73,C-2008,线上
2026-02-09,华北,SKU-C,常规,7024.36,35,C-2007,线上
2026-02-09,西南,SKU-C,常规,4321.72,21,C-2141,线上
2026-02-09,华中,SKU-A,核心,9992.91,49,C-2100,线上
2026-02-09,华北,SKU-A,核心,13751.31,68,C-2048,线下
2026-02-09,西南,SKU-E,长尾,1779.4,8,C-2143,线下
2026-02-09,华北,SKU-D,常规,4206.81,21,C-2123,线下
2026-02-09,华中,SKU-C,常规,5699.88,28,C-2044,经销商
2026-02-09,西南,SKU-B,核心,7946.41,39,C-2099,线上
2026-02-09,华中,SKU-B,核心,8359.37,41,C-2142,经销商
2026-02-09,华南,SKU-C,常规,5593.32,27,C-2112,经销商
2026-02-09,华南,SKU-E,长尾,2018.78,10,C-2059,经销商
2026-02-09,华南,SKU-B,核心,9512.7,47,C-2014,线上
2026-02-09,华东,SKU-C,常规,7453.42,37,C-2146,线上
2026-02-09,华中,SKU-E,长尾,1407.53,7,C-2010,线下
2026-02-09,华东,SKU-E,长尾,2879.18,14,C-2063,线下
2026-02-09,华北,SKU-B,核心,10259.27,51,C-2103,经销商
2026-02-09,华东,SKU-B,核心,14711.85,73,C-2153,线下
2026-02-09,华中,SKU-D,常规,3821.76,19,C-2157,线上
2026-02-09,华南,SKU-D,常规,4429.67,22,C-2120,经销商
2026-02-09,华东,SKU-D,常规,6361.85,31,C-2095,经销商
2026-02-09,西南,SKU-A,核心,7404.61,37,C-2095,线下
2026-02-09,西南,SKU-D,常规,3532.15,17,C-2035,经销商
2026-02-09,华南,SKU-A,核心,11670.5,58,C-2114,线下
2026-02-09,华北,SKU-E,长尾,1856.95,9,C-2034,线上
2026-02-10,华北,SKU-E,长尾,1852.58,9,C-2107,线上
2026-02-10,华中,SKU-B,核心,7467.07,37,C-2048,线下
2026-02-10,华中,SKU-A,核心,10113.1,50,C-2005,线下
2026-02-10,西南,SKU-E,长尾,1853.51,9,C-2059,线下
2026-02-10,华南,SKU-B,核心,8512.35,42,C-2060,线上
2026-02-10,华中,SKU-E,长尾,1801.32,9,C-2035,经销商
2026-02-10,华北,SKU-B,核心,9159.34,45,C-2156,线上
2026-02-10,西南,SKU-D,常规,3183.92,15,C-2083,线上
2026-02-10,华中,SKU-C,常规,5249.76,26,C-2069,经销商
2026-02-10,华中,SKU-D,常规,3483.85,17,C-2055,线上
2026-02-10,华南,SKU-A,核心,10474.64,52,C-2133,经销商
2026-02-10,华南,SKU-D,常规,4160.09,20,C-2101,线下
2026-02-10,华南,SKU-C,常规,7099.67,35,C-2150,经销商
2026-02-10,华北,SKU-C,常规,6300.28,31,C-2094,经销商
2026-02-10,华东,SKU-A,核心,15501.37,77,C-2016,经销商
2026-02-10,西南,SKU-C,常规,5207.99,26,C-2107,线下
2026-02-10,华北,SKU-A,核心,15191.95,75,C-2130,线下
2026-02-10,华东,SKU-C,常规,9070.04,45,C-2074,线上
2026-02-10,华东,SKU-B,核心,11806.13,59,C-2002,线下
2026-02-10,华南,SKU-E,长尾,1933.27,9,C-2145,线下
2026-02-10,西南,SKU-B,核心,7291.94,36,C-2040,线下
2026-02-10,华东,SKU-E,长尾,3151.54,15,C-2017,线上
2026-02-10,华北,SKU-D,常规,4522.05,22,C-2017,经销商
2026-02-10,西南,SKU-A,核心,10172.0,50,C-2107,线上
2026-02-10,华东,SKU-D,常规,5527.57,27,C-2117,经销商
2026-02-11,华北,SKU-D,常规,4683.79,23,C-2063,线上
2026-02-11,华北,SKU-B,核心,9478.21,47,C-2170,线下
2026-02-11,华南,SKU-D,常规,3862.66,19,C-2191,线下
2026-02-11,西南,SKU-C,常规,5082.68,25,C-2145,线下
2026-02-11,西南,SKU-A,核心,9916.79,49,C-2157,线下
2026-02-11,华北,SKU-C,常规,5999.43,29,C-2017,经销商
2026-02-11,华中,SKU-D,常规,4194.07,20,C-2056,线下
2026-02-11,华中,SKU-E,长尾,1834.5,9,C-2144,经销商
2026-02-11,华南,SKU-B,核心,9112.77,45,C-2052,经销商
2026-02-11,华北,SKU-A,核心,13151.77,65,C-2125,线下
2026-02-11,西南,SKU-D,常规,3057.72,15,C-2194,线上
2026-02-11,华东,SKU-A,核心,18191.38,90,C-2012,线上
2026-02-11,华南,SKU-C,常规,7204.05,36,C-2146,线上
2026-02-11,华东,SKU-D,常规,5455.9,27,C-1002,线下
2026-02-11,西南,SKU-B,核心,6956.06,34,C-2108,线下
2026-02-11,西南,SKU-E,长尾,1622.89,8,C-2144,经销商
2026-02-11,华中,SKU-C,常规,5783.7,28,C-1001,线下
2026-02-11,华南,SKU-A,核心,12623.86,63,C-2153,经销商
2026-02-11,华中,SKU-B,核心,7527.72,37,C-2018,经销商
2026-02-11,华北,SKU-E,长尾,2417.27,12,C-2047,经销商
2026-02-11,华中,SKU-A,核心,12005.39,60,C-2036,线上
2026-02-11,华南,SKU-E,长尾,2081.1,10,C-2158,线下
2026-02-11,华东,SKU-C,常规,8902.95,44,C-2063,线下
2026-02-11,华东,SKU-B,核心,13075.39,65,C-2089,线上
2026-02-11,华东,SKU-E,长尾,2798.41,13,C-2039,线下
2026-02-12,华东,SKU-A,核心,15118.32,75,C-1001,线上
2026-02-12,华中,SKU-A,核心,11063.4,55,C-2057,经销商
2026-02-12,华北,SKU-B,核心,10903.06,54,C-2100,经销商
2026-02-12,华中,SKU-C,常规,5242.42,26,C-2082,经销商
2026-02-12,华东,SKU-D,常规,5486.5,27,C-2140,线上
2026-02-12,华东,SKU-B,核心,10176.84,50,C-2172,线下
2026-02-12,西南,SKU-E,长尾,1373.79,6,C-2065,线上
2026-02-12,华南,SKU-E,长尾,2506.33,12,C-2135,经销商
2026-02-12,华南,SKU-B,核心,9545.67,47,C-2006,经销商
2026-02-12,华北,SKU-C,常规,6890.66,34,C-2100,线下
2026-02-12,华南,SKU-D,常规,3680.26,18,C-2109,线上
2026-02-12,华南,SKU-C,常规,5570.2,27,C-2147,线上
2026-02-12,华东,SKU-E,长尾,2765.31,13,C-2079,线下
2026-02-12,华中,SKU-D,常规,3246.93,16,C-2096,线下
2026-02-12,华中,SKU-E,长尾,1876.08,9,C-2020,线下
2026-02-12,华中,SKU-B,核心,7936.24,39,C-2043,线下
2026-02-12,华北,SKU-E,长尾,2106.95,10,C-2129,线下
2026-02-12,华南,SKU-A,核心,11266.35,56,C-2009,线下
2026-02-12,西南,SKU-A,核心,9549.92,47,C-2155,线上
2026-02-12,华北,SKU-A,核心,14257.66,71,C-2142,经销商
2026-02-12,华北,SKU-D,常规,4724.98,23,C-2059,经销商
2026-02-12,西南,SKU-B,核心,7910.69,39,C-2068,线上
2026-02-12,华东,SKU-C,常规,8240.3,41,C-2182,经销商
2026-02-12,西南,SKU-D,常规,3174.66,15,C-2188,线上
2026-02-12,西南,SKU-C,常规,5103.86,25,C-2120,线上
2026-02-13,华南,SKU-C,常规,5234.73,26,C-2185,经销商
2026-02-13,西南,SKU-A,核心,10175.36,50,C-2169,线下
2026-02-13,华北,SKU-B,核心,10021.02,50,C-2159,线下
2026-02-13,华东,SKU-A,核心,17213.45,86,C-2002,线上
2026-02-13,西南,SKU-E,长尾,1526.36,7,C-2092,线上
2026-02-13,华中,SKU-C,常规,5156.3,25,C-2149,线上
2026-02-13,华南,SKU-E,长尾,1923.5,9,C-2024,线上
2026-02-13,华东,SKU-C,常规,7090.19,35,C-2067,线上
2026-02-13,华东,SKU-B,核心,12816.55,64,C-2082,线下
2026-02-13,华中,SKU-D,常规,3786.7,18,C-2170,线上
2026-02-13,华北,SKU-A,核心,14565.26,72,C-2068,经销商
2026-02-13,西南,SKU-B,核心,7380.84,36,C-2035,线上
2026-02-13,华中,SKU-A,核心,10769.53,53,C-2147,经销商
2026-02-13,华北,SKU-E,长尾,2267.67,11,C-2032,线下
2026-02-13,华北,SKU-D,常规,4558.05,22,C-2146,经销商
2026-02-13,华中,SKU-B,核心,9187.93,45,C-2102,经销商
2026-02-13,西南,SKU-D,常规,3408.96,17,C-2147,线下
2026-02-13,华南,SKU-A,核心,12332.63,61,C-2142,经销商
2026-02-13,华南,SKU-B,核心,9819.53,49,C-2011,经销商
2026-02-13,华南,SKU-D,常规,4163.77,20,C-2005,线上
2026-02-13,华中,SKU-E,长尾,1969.84,9,C-2091,线上
2026-02-13,华东,SKU-E,长尾,2592.41,12,C-2056,经销商
2026-02-13,西南,SKU-C,常规,4980.25,24,C-2183,线下
2026-02-13,华东,SKU-D,常规,5898.1,29,C-2120,线上
2026-02-13,华北,SKU-C,常规,6393.06,31,C-2004,经销商
2026-02-14,华东,SKU-A,核心,17097.59,85,C-1002,线上
2026-02-14,西南,SKU-D,常规,3041.83,15,C-2135,线下
2026-02-14,华中,SKU-D,常规,3518.79,17,C-2142,线上
2026-02-14,华东,SKU-C,常规,8857.45,44,C-2095,经销商
2026-02-14,华北,SKU-A,核心,12603.59,63,C-2031,线上
2026-02-14,华中,SKU-B,核心,8481.79,42,C-2022,线下
2026-02-14,西南,SKU-B,核心,8996.49,44,C-2116,经销商
2026-02-14,华南,SKU-A,核心,11535.48,57,C-2050,线上
2026-02-14,西南,SKU-A,核心,10265.93,51,C-2184,线上
2026-02-14,华中,SKU-A,核心,11213.67,56,C-2050,线上
2026-02-14,华中,SKU-C,常规,5806.53,29,C-2097,线下
2026-02-14,华南,SKU-D,常规,4059.27,20,C-2012,线下
2026-02-14,华中,SKU-E,长尾,2027.11,10,C-2049,线下
2026-02-14,华东,SKU-B,核心,15120.66,75,C-2120,线下
2026-02-14,西南,SKU-C,常规,4606.79,23,C-2067,线上
2026-02-14,华东,SKU-D,常规,5756.78,28,C-2133,经销商
2026-02-14,华南,SKU-C,常规,5941.6,29,C-2100,线下
2026-02-14,华北,SKU-C,常规,6903.85,34,C-2059,线下
2026-02-14,华东,SKU-E,长尾,2769.63,13,C-2098,经销商
2026-02-14,华南,SKU-E,长尾,1901.81,9,C-2078,经销商
2026-02-14,西南,SKU-E,长尾,1592.88,7,C-2060,线上
2026-02-14,华北,SKU-E,长尾,2729.42,13,C-2069,线下
2026-02-14,华北,SKU-D,常规,4453.9,22,C-2031,经销商
2026-02-14,华南,SKU-B,核心,8487.7,42,C-2034,经销商
2026-02-14,华北,SKU-B,核心,10299.1,51,C-2110,线上
2026-02-15,华北,SKU-E,长尾,2064.63,10,C-2107,线上
2026-02-15,华北,SKU-B,核心,9999.6,49,C-2169,线上
2026-02-15,华南,SKU-D,常规,3903.9,19,C-2199,经销商
2026-02-15,华南,SKU-C,常规,6014.66,30,C-2047,线下
2026-02-15,华东,SKU-D,常规,6681.28,33,C-2116,线下
2026-02-15,华南,SKU-B,核心,9047.58,45,C-2060,线下
2026-02-15,西南,SKU-B,核心,7350.63,36,C-2004,线下
2026-02-15,华南,SKU-A,核心,12409.41,62,C-2036,线上
2026-02-15,西南,SKU-C,常规,4641.7,23,C-2166,经销商
2026-02-15,华东,SKU-C,常规,8981.33,44,C-2021,线下
2026-02-15,华中,SKU-B,核心,7960.5,39,C-2182,经销商
2026-02-15,华中,SKU-E,长尾,2025.72,10,C-2001,线上
2026-02-15,西南,SKU-D,常规,3288.2,16,C-2185,线下
2026-02-15,华东,SKU-B,核心,13346.57,66,C-2121,线上
2026-02-15,华北,SKU-C,常规,7815.0,39,C-2173,线下
2026-02-15,华东,SKU-A,核心,17595.3,87,C-2014,线上
2026-02-15,华北,SKU-A,核心,11589.27,57,C-2079,经销商
2026-02-15,西南,SKU-E,长尾,1643.23,8,C-2117,经销商
2026-02-15,华北,SKU-D,常规,4748.7,23,C-2166,线上
2026-02-15,华中,SKU-D,常规,3904.19,19,C-2106,经销商
2026-02-15,华中,SKU-A,核心,11968.54,59,C-2058,线下
2026-02-15,华中,SKU-C,常规,5777.16,28,C-2141,线下
2026-02-15,华东,SKU-E,长尾,2430.46,12,C-2159,经销商
2026-02-15,华南,SKU-E,长尾,2054.82,10,C-2056,线下
2026-02-15,西南,SKU-A,核心,9113.28,45,C-2004,线上
2026-02-16,西南,SKU-E,长尾,1714.42,8,C-2148,线上
2026-02-16,华东,SKU-D,常规,5933.66,29,C-2002,线上
2026-02-16,华东,SKU-E,长尾,2561.97,12,C-2140,经销商
2026-02-16,华东,SKU-B,核心,13007.17,65,C-2141,线上
2026-02-16,华北,SKU-B,核心,10066.41,50,C-2141,经销商
2026-02-16,华中,SKU-E,长尾,1856.3,9,C-1001,线上
2026-02-16,华北,SKU-A,核心,12469.3,62,C-2137,线上
2026-02-16,西南,SKU-A,核心,10166.14,50,C-2027,线上
2026-02-16,华南,SKU-B,核心,8018.06,40,C-2122,线上
2026-02-16,西南,SKU-D,常规,3372.72,16,C-2190,线上
2026-02-16,华中,SKU-D,常规,2973.65,14,C-2164,线上
2026-02-16,华南,SKU-E,长尾,2150.18,10,C-2046,线下
2026-02-16,华南,SKU-A,核心,12722.06,63,C-2138,线上
2026-02-16,华中,SKU-C,常规,5985.91,29,C-2125,经销商
2026-02-16,华中,SKU-A,核心,11927.06,59,C-2016,线上
2026-02-16,华南,SKU-D,常规,3741.66,18,C-2061,经销商
2026-02-16,华北,SKU-C,常规,6245.95,31,C-2053,线上
2026-02-16,华北,SKU-D,常规,4929.4,24,C-2031,经销商
2026-02-16,西南,SKU-B,核心,7701.48,38,C-2018,经销商
2026-02-16,西南,SKU-C,常规,4172.83,20,C-2122,经销商
2026-02-16,华东,SKU-C,常规,10066.28,50,C-2149,线下
2026-02-16,华北,SKU-E,长尾,1993.81,9,C-2041,线上
2026-02-16,华东,SKU-A,核心,15628.5,78,C-1001,线上
2026-02-16,华南,SKU-C,常规,6093.22,30,C-2191,经销商
2026-02-16,华中,SKU-B,核心,8481.44,42,C-2111,线下
2026-02-17,华南,SKU-E,长尾,1589.13,7,C-2093,线下
2026-02-17,西南,SKU-D,常规,3373.53,16,C-2084,线上
2026-02-17,华中,SKU-C,常规,6076.88,30,C-2079,线上
2026-02-17,华北,SKU-B,核心,10661.46,53,C-2166,线下
2026-02-17,华东,SKU-B,核心,11537.92,57,C-2022,线上
2026-02-17,华南,SKU-D,常规,3919.99,19,C-2107,经销商
2026-02-17,华东,SKU-E,长尾,3108.46,15,C-2060,线上
2026-02-17,华中,SKU-A,核心,11341.51,56,C-2055,经销商
2026-02-17,华中,SKU-E,长尾,2037.05,10,C-2017,经销商
2026-02-17,西南,SKU-A,核心,10180.64,50,C-2183,经销商
2026-02-17,华中,SKU-B,核心,9541.21,47,C-2003,线下
2026-02-17,华东,SKU-A,核心,17309.92,86,C-2004,经销商
2026-02-17,西南,SKU-C,常规,5771.16,28,C-2068,线下
2026-02-17,华中,SKU-D,常规,3914.77,19,C-2188,线上
2026-02-17,华北,SKU-C,常规,7254.95,36,C-2129,线上
2026-02-17,华北,SKU-E,长尾,2459.91,12,C-2189,线上
2026-02-17,华北,SKU-A,核心,13957.92,69,C-2017,经销商
2026-02-17,华东,SKU-D,常规,6276.46,31,C-2029,线下
2026-02-17,华南,SKU-C,常规,5871.58,29,C-2058,线上
2026-02-17,华南,SKU-B,核心,11069.26,55,C-2140,经销商
2026-02-17,西南,SKU-E,长尾,1780.87,8,C-2152,线上
2026-02-17,华北,SKU-D,常规,4648.37,23,C-2138,线上
2026-02-17,西南,SKU-B,核心,7174.63,35,C-2165,线下
2026-02-17,华南,SKU-A,核心,13380.71,66,C-1001,线上
2026-02-17,华东,SKU-C,常规,8193.38,40,C-2082,线下
2026-02-18,华东,SKU-D,常规,5299.77,26,C-2017,线上
2026-02-18,华北,SKU-D,常规,5019.19,25,C-2067,经销商
2026-02-18,西南,SKU-A,核心,11775.39,58,C-2068,线上
2026-02-18,西南,SKU-D,常规,2976.6,14,C-2017,线上
2026-02-18,华北,SKU-B,核心,12333.65,61,C-2052,线上
2026-02-18,华东,SKU-B,核心,10570.03,52,C-2040,线下
2026-02-18,西南,SKU-C,常规,4550.07,22,C-2169,经销商
2026-02-18,华南,SKU-A,核心,13034.85,65,C-2037,经销商
2026-02-18,华东,SKU-E,长尾,2915.58,14,C-2113,线上
2026-02-18,华北,SKU-C,常规,7297.22,36,C-2019,线上
2026-02-18,华中,SKU-C,常规,6040.85,30,C-2105,经销商
2026-02-18,华北,SKU-E,长尾,1875.13,9,C-2111,线上
2026-02-18,华南,SKU-B,核心,9050.48,45,C-2078,线上
2026-02-18,华中,SKU-E,长尾,1784.26,8,C-2037,线下
2026-02-18,西南,SKU-B,核心,8001.67,40,C-2195,线下
2026-02-18,华南,SKU-E,长尾,2033.92,10,C-2092,经销商
2026-02-18,华中,SKU-A,核心,9971.52,49,C-2039,线上
2026-02-18,华北,SKU-A,核心,12934.55,64,C-2057,经销商
2026-02-18,华东,SKU-A,核心,13868.66,69,C-1001,线上
2026-02-18,华东,SKU-C,常规,8684.16,43,C-2089,经销商
2026-02-18,华中,SKU-D,常规,4133.2,20,C-2181,经销商
2026-02-18,西南,SKU-E,长尾,1617.01,8,C-2167,线上
2026-02-18,华南,SKU-D,常规,4292.66,21,C-2042,经销商
2026-02-18,华南,SKU-C,常规,6855.39,34,C-2076,线下
2026-02-18,华中,SKU-B,核心,8361.2,41,C-2148,线上
2026-02-19,西南,SKU-A,核心,10661.51,53,C-2074,线下
2026-02-19,西南,SKU-C,常规,5137.37,25,C-2167,经销商
2026-02-19,华东,SKU-D,常规,5586.93,27,C-2178,经销商
2026-02-19,华北,SKU-B,核心,8798.34,43,C-2036,线下
2026-02-19,华北,SKU-D,常规,3783.98,18,C-2098,线上
2026-02-19,华东,SKU-A,核心,16649.75,83,C-2016,经销商
2026-02-19,华南,SKU-E,长尾,2085.89,10,C-2055,经销商
2026-02-19,华中,SKU-A,核心,10252.86,51,C-2155,线上
2026-02-19,西南,SKU-B,核心,6906.31,34,C-2057,线下
2026-02-19,华南,SKU-B,核心,8855.46,44,C-2095,线下
2026-02-19,华南,SKU-A,核心,11371.0,56,C-2167,线下
2026-02-19,西南,SKU-E,长尾,1834.35,9,C-2064,线上
2026-02-19,华中,SKU-C,常规,4462.72,22,C-2110,经销商
2026-02-19,华中,SKU-E,长尾,1585.9,7,C-2001,经销商
2026-02-19,华中,SKU-D,常规,3407.31,17,C-2078,线下
2026-02-19,华中,SKU-B,核心,8454.16,42,C-2168,线下
2026-02-19,华北,SKU-A,核心,14200.79,71,C-2036,经销商
2026-02-19,华北,SKU-C,常规,7336.85,36,C-2133,经销商
2026-02-19,华东,SKU-C,常规,8597.22,42,C-2050,经销商
2026-02-19,华北,SKU-E,长尾,1946.02,9,C-2137,线下
2026-02-19,华东,SKU-B,核心,13370.65,66,C-2009,经销商
2026-02-19,华南,SKU-D,常规,3934.4,19,C-2123,经销商
2026-02-19,华东,SKU-E,长尾,2505.77,12,C-2092,线上
2026-02-19,华南,SKU-C,常规,5804.6,29,C-2150,线下
2026-02-19,西南,SKU-D,常规,2778.01,13,C-2072,线下
2026-02-20,华中,SKU-A,核心,10654.2,53,C-2155,线下
2026-02-20,西南,SKU-B,核心,7085.19,35,C-2078,线下
2026-02-20,华北,SKU-A,核心,13202.67,66,C-2159,经销商
2026-02-20,西南,SKU-A,核心,9241.49,46,C-2198,线上
2026-02-20,华南,SKU-E,长尾,2128.31,10,C-2131,经销商
2026-02-20,华南,SKU-A,核心,13042.3,65,C-2135,线下
2026-02-20,华中,SKU-E,长尾,1813.29,9,C-2002,线上
2026-02-20,华中,SKU-B,核心,8920.28,44,C-2135,线下
2026-02-20,华北,SKU-D,常规,4513.17,22,C-2129,线下
2026-02-20,华南,SKU-B,核心,8903.79,44,C-2124,经销商
2026-02-20,华东,SKU-C,常规,8556.46,42,C-2197,线上
2026-02-20,华东,SKU-E,长尾,2623.34,13,C-2170,线下
2026-02-20,华东,SKU-A,核心,17274.37,86,C-2004,线上
2026-02-20,华北,SKU-E,长尾,2069.57,10,C-2127,线上
2026-02-20,华东,SKU-B,核心,15018.21,75,C-2183,经销商
2026-02-20,西南,SKU-E,长尾,1674.79,8,C-2008,经销商
2026-02-20,华中,SKU-D,常规,3302.03,16,C-2062,经销商
2026-02-20,华南,SKU-C,常规,6496.49,32,C-2098,经销商
2026-02-20,华中,SKU-C,常规,4696.17,23,C-2049,线上
2026-02-20,华南,SKU-D,常规,3905.35,19,C-2168,线上
2026-02-20,西南,SKU-D,常规,3143.62,15,C-2085,线上
2026-02-20,西南,SKU-C,常规,5155.27,25,C-2153,线下
2026-02-20,华北,SKU-B,核心,9303.81,46,C-2035,线下
2026-02-20,华东,SKU-D,常规,5016.42,25,C-2043,线下
2026-02-20,华北,SKU-C,常规,7268.16,36,C-2193,经销商
2026-02-21,华北,SKU-B,核心,10184.52,50,C-1001,线下
2026-02-21,华中,SKU-E,长尾,1747.66,8,C-2144,线上
2026-02-21,西南,SKU-E,长尾,1603.9,8,C-2159,经销商
2026-02-21,华北,SKU-E,长尾,2390.37,11,C-2087,线上
2026-02-21,西南,SKU-D,常规,3408.98,17,C-2030,线下
2026-02-21,华南,SKU-E,长尾,2130.26,10,C-2046,线上
2026-02-21,华东,SKU-C,常规,9090.41,45,C-2104,线上
2026-02-21,华南,SKU-C,常规,6060.23,30,C-2151,经销商
2026-02-21,华中,SKU-D,常规,3937.93,19,C-2063,线下
2026-02-21,华南,SKU-B,核心,9980.98,49,C-2046,线下
2026-02-21,华东,SKU-A,核心,15891.77,79,C-2001,线下
2026-02-21,华南,SKU-A,核心,12990.02,64,C-2187,线上
2026-02-21,华北,SKU-A,核心,13355.97,66,C-2161,线下
2026-02-21,西南,SKU-A,核心,9961.37,49,C-2014,经销商
2026-02-21,西南,SKU-C,常规,4900.3,24,C-2094,经销商
2026-02-21,华北,SKU-C,常规,7473.99,37,C-2165,线上
2026-02-21,华中,SKU-B,核心,9066.87,45,C-2122,经销商
2026-02-21,华北,SKU-D,常规,4570.51,22,C-2177,线下
2026-02-21,华东,SKU-B,核心,10763.17,53,C-2122,线下
2026-02-21,西南,SKU-B,核心,7416.7,37,C-2131,线下
2026-02-21,华南,SKU-D,常规,3901.11,19,C-2108,经销商
2026-02-21,华东,SKU-D,常规,6542.08,32,C-2181,线下
2026-02-21,华中,SKU-A,核心,11904.92,59,C-2174,线上
2026-02-21,华东,SKU-E,长尾,2905.68,14,C-2026,线下
2026-02-21,华中,SKU-C,常规,6178.52,30,C-2048,线下
2026-02-22,华南,SKU-C,常规,5881.51,29,C-2018,线上
2026-02-22,华北,SKU-B,核心,9956.65,49,C-2172,线上
2026-02-22,华北,SKU-A,核心,13727.55,68,C-2126,经销商
2026-02-22,华东,SKU-A,核心,16842.91,84,C-2002,经销商
2026-02-22,华东,SKU-C,常规,8520.01,42,C-2119,线下
2026-02-22,华中,SKU-D,常规,3918.63,19,C-2074,经销商
2026-02-22,华南,SKU-E,长尾,2121.57,10,C-2008,线下
2026-02-22,华东,SKU-B,核心,14798.36,73,C-2143,线上
2026-02-22,华东,SKU-D,常规,6206.59,31,C-2039,线上
2026-02-22,西南,SKU-D,常规,3378.77,16,C-2067,线下
2026-02-22,西南,SKU-B,核心,8332.43,41,C-2116,经销商
2026-02-22,华北,SKU-E,长尾,2357.32,11,C-2112,经销商
2026-02-22,华中,SKU-A,核心,10920.62,54,C-2184,经销商
2026-02-22,华中,SKU-E,长尾,2054.87,10,C-2182,经销商
2026-02-22,华中,SKU-B,核心,6883.88,34,C-2060,经销商
2026-02-22,华南,SKU-D,常规,4739.54,23,C-2160,线上
2026-02-22,华北,SKU-D,常规,3905.66,19,C-2072,线下
2026-02-22,华东,SKU-E,长尾,3118.35,15,C-2015,线下
2026-02-22,华南,SKU-B,核心,9758.33,48,C-2140,经销商
2026-02-22,西南,SKU-E,长尾,1693.28,8,C-2133,线上
2026-02-22,华中,SKU-C,常规,5340.54,26,C-2025,线下
2026-02-22,西南,SKU-C,常规,4527.22,22,C-2028,线下
2026-02-22,华南,SKU-A,核心,12639.25,63,C-2166,经销商
2026-02-22,西南,SKU-A,核心,9828.08,49,C-2181,经销商
2026-02-22,华北,SKU-C,常规,6263.48,31,C-2146,经销商
2026-02-23,华南,SKU-A,核心,14353.76,71,C-2033,线下
2026-02-23,西南,SKU-B,核心,7113.56,35,C-2098,线下
2026-02-23,西南,SKU-C,常规,4630.06,23,C-2043,线下
2026-02-23,华中,SKU-E,长尾,1640.52,8,C-2076,线下
2026-02-23,华东,SKU-A,核心,18013.28,90,C-2008,线下
2026-02-23,华北,SKU-A,核心,14506.65,72,C-2164,经销商
2026-02-23,华南,SKU-E,长尾,2209.45,11,C-2152,线上
2026-02-23,华南,SKU-D,常规,4173.64,20,C-2080,线下
2026-02-23,华中,SKU-D,常规,3614.28,18,C-2120,线上
