date,region,state,city,category,sub_category,product,segment,customer_id,channel,sales,quantity,discount,profit
2017-05-04,Central,Texas,Houston,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,Corporate,AH-10690,Standard Class,946.344,7,0.2,118.293
2017-05-07,South,Kentucky,Owensboro,Office Supplies,Paper,Xerox 1902,Consumer,CC-12220,Standard Class,45.68,2,0.0,21.0128
2017-05-07,Central,Texas,Allen,Office Supplies,Paper,Xerox 198,Consumer,AG-10675,Standard Class,15.936,4,0.2,5.3784
2017-05-07,Central,Texas,Allen,Furniture,Tables,Chromcraft Round Conference Tables,Consumer,AG-10675,Standard Class,244.006,2,0.3,-31.3722
2017-05-08,East,New York,New York City,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,Consumer,NW-18400,Standard Class,357.93,3,0.0,7.1586
2017-05-08,East,New York,New York City,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Consumer,NW-18400,Standard Class,127.764,2,0.1,21.294
2017-05-08,East,New York,New York City,Office Supplies,Paper,Xerox 1912,Home Office,AB-10255,First Class,37.94,2,0.0,18.2112
2017-05-08,East,New York,New York City,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,Consumer,NW-18400,Standard Class,79.44,3,0.0,30.1872
2017-05-08,Central,Minnesota,Minneapolis,Technology,Phones,VTech DS6151,Consumer,DL-12925,Standard Class,377.97,3,0.0,105.8316
2017-05-08,Central,Minnesota,Minneapolis,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,DL-12925,Standard Class,123.96,3,0.0,11.1564
2017-05-08,East,New York,New York City,Office Supplies,Paper,Xerox 204,Consumer,NW-18400,Standard Class,19.44,3,0.0,9.3312
2017-05-08,East,Ohio,Cuyahoga Falls,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Corporate,CB-12535,Standard Class,8.352,6,0.2,1.2528
2017-05-08,West,Oregon,Salem,Office Supplies,Art,Newell 321,Consumer,AA-10375,Standard Class,5.248,2,0.2,0.5904
2017-05-08,Central,Minnesota,Minneapolis,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,Consumer,DL-12925,Standard Class,43.98,2,0.0,21.99
2017-05-08,East,New York,New York City,Technology,Copiers,Sharp AL-1530CS Digital Copier,Consumer,NW-18400,Standard Class,2799.944,7,0.2,1014.9797
2017-05-09,South,Kentucky,Louisville,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Consumer,ME-17725,Standard Class,48.81,3,0.0,23.9169
2017-05-10,Central,Illinois,Aurora,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,Home Office,DP-13390,Same Day,36.784,2,0.2,3.6784
2017-05-10,West,Colorado,Louisville,Technology,Accessories,Belkin Standard 104 key USB Keyboard,Consumer,AB-10165,Standard Class,46.688,4,0.2,-2.918
2017-05-10,Central,Illinois,Aurora,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Home Office,DP-13390,Same Day,70.97,5,0.8,-191.619
2017-05-11,West,Arizona,Phoenix,Furniture,Chairs,Global Chrome Stack Chair,Home Office,PS-18970,Second Class,191.968,7,0.2,16.7972
2017-05-12,West,California,San Francisco,Office Supplies,Paper,Xerox 1953,Consumer,CS-12505,Standard Class,25.68,6,0.0,11.556
2017-05-12,West,Colorado,Louisville,Technology,Phones,VTech DS6151,Consumer,LT-16765,Standard Class,201.584,2,0.2,20.1584
2017-05-12,Central,Texas,Houston,Technology,Phones,Digium D40 VoIP phone,Consumer,JG-15160,Standard Class,619.152,6,0.2,69.6546
2017-05-12,Central,Texas,Houston,Furniture,Furnishings,DAX Wood Document Frame.,Consumer,JG-15160,Standard Class,21.968,4,0.6,-15.9268
2017-05-12,West,Washington,Seattle,Office Supplies,Binders,Prestige Round Ring Binders,Consumer,RO-19780,Standard Class,14.592,3,0.2,4.9248
2017-05-12,East,New York,New York City,Office Supplies,Storage,Portable Personal File Box,Consumer,AZ-10750,Second Class,36.63,3,0.0,9.8901
2017-05-12,Central,Texas,Houston,Office Supplies,Paper,Xerox 1964,Consumer,JG-15160,Standard Class,127.904,7,0.2,41.5688
2017-05-12,West,California,San Francisco,Office Supplies,Paper,Xerox 1962,Consumer,CS-12505,Standard Class,12.84,3,0.0,5.778
2017-05-13,Central,Illinois,Chicago,Office Supplies,Fasteners,Advantus Plastic Paper Clips,Home Office,BF-11170,Second Class,16.0,4,0.2,5.6
2017-05-13,Central,Illinois,Chicago,Technology,Phones,Toshiba IPT2010-SD IP Telephone,Home Office,BF-11170,Second Class,222.384,2,0.2,16.6788
2017-05-14,West,California,Los Angeles,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Consumer,HG-15025,Standard Class,1117.92,4,0.0,55.896
2017-05-14,East,Pennsylvania,Chester,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Home Office,JO-15550,First Class,2.696,1,0.2,0.8088
2017-05-14,East,Pennsylvania,Chester,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,Home Office,JO-15550,First Class,4.896,3,0.7,-3.4272
2017-05-14,East,Pennsylvania,Chester,Office Supplies,Binders,GBC Linen Binding Covers,Home Office,JO-15550,First Class,18.588,2,0.7,-13.6312
2017-05-14,East,Pennsylvania,Chester,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, Whit",Home Office,JO-15550,First Class,97.696,4,0.2,31.7512
2017-05-14,West,California,Camarillo,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",Corporate,CB-12535,Standard Class,722.352,3,0.2,81.2646
2017-05-14,East,Pennsylvania,Chester,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Home Office,JO-15550,First Class,200.984,7,0.2,62.8075
2017-05-14,East,Pennsylvania,Chester,Office Supplies,Labels,Avery 490,Home Office,JO-15550,First Class,47.36,4,0.2,17.76
2017-05-14,East,Pennsylvania,Chester,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",Home Office,JO-15550,First Class,198.272,8,0.2,17.3488
2017-05-14,West,California,Camarillo,Furniture,Chairs,Novimex Fabric Task Chair,Corporate,CB-12535,Standard Class,97.568,2,0.2,-6.098
2017-05-14,West,California,Camarillo,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Corporate,CB-12535,Standard Class,122.91,3,0.0,34.4148
2017-05-14,West,California,Camarillo,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Corporate,CB-12535,Standard Class,509.9575,5,0.15,41.9965
2017-05-15,South,Georgia,Roswell,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,Corporate,AH-10690,Second Class,17.94,3,0.0,8.7906
2017-05-15,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,Corporate,FC-14335,Standard Class,51.968,2,0.2,-10.3936
2017-05-16,South,Florida,Jacksonville,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,Home Office,TH-21550,Same Day,255.968,4,0.2,31.996
2017-05-17,East,New York,Long Beach,Office Supplies,Labels,Self-Adhesive Removable Labels,Consumer,DV-13465,Standard Class,31.5,10,0.0,15.12
2017-05-17,Central,Texas,Houston,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,Corporate,ON-18715,Standard Class,33.28,5,0.8,-49.92
2017-05-17,East,New York,Long Beach,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""",Consumer,DV-13465,Standard Class,55.6,4,0.0,16.124
2017-05-17,Central,Texas,Houston,Office Supplies,Paper,Things To Do Today Pad,Corporate,ON-18715,Standard Class,14.088,3,0.2,4.9308
2017-05-18,West,California,Los Angeles,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Corporate,AJ-10780,Standard Class,10.86,2,0.0,5.3214
2017-05-20,South,North Carolina,Wilson,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Consumer,SG-20470,Standard Class,163.136,4,0.2,20.392
2017-05-20,South,North Carolina,Wilson,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,Consumer,SG-20470,Standard Class,6.408,4,0.7,-4.9128
2017-05-21,West,Washington,Seattle,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,Corporate,ME-18010,Standard Class,26.976,4,0.2,8.7672
2017-05-21,East,Pennsylvania,Philadelphia,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,HG-14965,Standard Class,24.588,2,0.7,-18.0312
2017-05-21,Central,Illinois,Frankfort,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,Consumer,JE-15745,Standard Class,20.768,8,0.8,-52.9584
2017-05-22,West,California,Los Angeles,Office Supplies,Storage,Pizazz Global Quick File,Consumer,SB-20185,Standard Class,104.79,7,0.0,29.3412
2017-05-22,West,California,Los Angeles,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Consumer,SB-20185,Standard Class,2973.32,7,0.2,334.4985
2017-05-22,West,California,Los Angeles,Office Supplies,Labels,Avery 476,Consumer,SB-20185,Standard Class,8.26,2,0.0,3.7996
2017-05-22,West,California,Los Angeles,Technology,Phones,Aastra 57i VoIP phone,Consumer,SB-20185,Standard Class,775.728,6,0.2,58.1796
2017-05-23,Central,Michigan,Detroit,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,Home Office,NM-18445,Second Class,75.33,9,0.0,19.5858
2017-05-23,South,South Carolina,Columbia,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,Corporate,EA-14035,Standard Class,186.69,3,0.0,87.7443
2017-05-23,Central,Michigan,Detroit,Office Supplies,Appliances,Harmony Air Purifier,Home Office,NM-18445,Second Class,850.5,5,0.1,245.7
2017-05-23,West,Arizona,Phoenix,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,Consumer,EB-13870,Standard Class,19.194,7,0.7,-12.796
2017-05-23,West,Arizona,Phoenix,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Consumer,EB-13870,Standard Class,121.792,4,0.2,13.7016
2017-05-23,East,Rhode Island,Woonsocket,Office Supplies,Storage,Advantus Rolling Storage Box,Corporate,KH-16690,Standard Class,51.45,3,0.0,13.8915
2017-05-24,Central,Illinois,Naperville,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,Consumer,VS-21820,Second Class,7.656,6,0.8,-13.0152
2017-05-24,Central,Illinois,Naperville,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",Consumer,VS-21820,Second Class,602.651,7,0.3,-163.5767
2017-05-25,Central,Texas,Haltom City,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,Corporate,MM-18280,First Class,207.984,2,0.2,36.3972
2017-05-25,South,Tennessee,Columbia,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Corporate,CY-12745,Second Class,467.04,4,0.2,58.38
2017-05-25,West,Colorado,Pueblo,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,Consumer,JH-16180,Standard Class,845.728,13,0.2,84.5728
2017-05-25,Central,Texas,Haltom City,Office Supplies,Paper,Xerox 1978,Corporate,MM-18280,First Class,32.368,7,0.2,11.7334
2017-05-25,West,California,San Francisco,Furniture,Furnishings,Ultra Door Push Plate,Home Office,NP-18685,Second Class,14.73,3,0.0,4.8609
2017-05-25,Central,Kansas,Wichita,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,Home Office,NM-18445,Second Class,127.96,2,0.0,60.1412
2017-05-25,Central,Texas,Haltom City,Office Supplies,Supplies,Fiskars Spring-Action Scissors,Corporate,MM-18280,First Class,22.368,2,0.2,1.6776
2017-05-25,Central,Kansas,Wichita,Office Supplies,Art,SANFORD Major Accent Highlighters,Home Office,NM-18445,Second Class,21.24,3,0.0,8.0712
2017-05-26,Central,Texas,San Antonio,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Consumer,PS-18760,Second Class,399.54,2,0.4,-79.908
2017-05-26,Central,Texas,San Antonio,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Consumer,PS-18760,Second Class,105.686,1,0.3,-28.6862
2017-05-26,South,North Carolina,Jacksonville,Office Supplies,Paper,Xerox 1991,Home Office,BF-11170,Second Class,18.272,1,0.2,5.9384
2017-05-26,West,Washington,Bellevue,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Consumer,RD-19900,Standard Class,20.24,1,0.0,7.8936
2017-05-26,Central,Texas,San Antonio,Furniture,Chairs,"Global Stack Chair with Arms, Black",Consumer,PS-18760,Second Class,104.93,5,0.3,-4.497
2017-05-26,South,North Carolina,Jacksonville,Office Supplies,Paper,Xerox 1937,Home Office,BF-11170,Second Class,153.728,4,0.2,53.8048
2017-05-26,South,North Carolina,Jacksonville,Office Supplies,Envelopes,Security-Tint Envelopes,Home Office,BF-11170,Second Class,12.224,2,0.2,4.4312
2017-05-26,South,North Carolina,Jacksonville,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Home Office,BF-11170,Second Class,167.944,7,0.2,50.3832
2017-05-28,East,New York,Freeport,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,Consumer,KB-16315,Standard Class,47.82,3,0.0,14.346
2017-05-28,West,Washington,Seattle,Office Supplies,Art,Newell 311,Home Office,NK-18490,Standard Class,6.63,3,0.0,1.7901
2017-05-28,East,New York,Rochester,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,MS-17770,Standard Class,6.096,2,0.2,2.0574
2017-05-28,East,New York,Freeport,Office Supplies,Labels,Avery 494,Consumer,KB-16315,Standard Class,13.05,5,0.0,6.003
2017-05-28,East,Connecticut,Manchester,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",Consumer,TB-21625,Standard Class,77.55,5,0.0,21.714
2017-05-28,East,Connecticut,Manchester,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,Consumer,TB-21625,Standard Class,16.24,1,0.0,2.436
2017-05-28,East,New York,Rochester,Technology,Phones,Panasonic Kx-TS550,Consumer,MS-17770,Standard Class,45.99,1,0.0,13.3371
2017-05-28,East,New York,Rochester,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Consumer,MS-17770,Standard Class,535.41,3,0.0,160.623
2017-05-28,East,New York,Rochester,Office Supplies,Paper,Xerox 219,Consumer,MS-17770,Standard Class,45.36,7,0.0,21.7728
2017-05-29,West,Washington,Seattle,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Consumer,JL-15850,Standard Class,167.76,5,0.2,62.91
2017-05-29,East,Ohio,Columbus,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Corporate,VP-21760,First Class,41.568,4,0.2,-4.1568
2017-05-29,East,Ohio,Columbus,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Corporate,VP-21760,First Class,317.058,3,0.3,-86.0586
2017-05-29,East,Ohio,Columbus,Office Supplies,Fasteners,Ideal Clamps,Corporate,VP-21760,First Class,8.04,5,0.2,2.9145
2017-05-29,West,Washington,Seattle,Office Supplies,Paper,Xerox 1894,Consumer,JL-15850,Standard Class,32.4,5,0.0,15.552
2017-05-29,East,Ohio,Cleveland,Office Supplies,Paper,Easy-staple paper,Home Office,CC-12100,First Class,85.056,3,0.2,28.7064
2017-05-29,Central,Indiana,Indianapolis,Office Supplies,Labels,Avery 476,Consumer,KB-16315,Standard Class,12.39,3,0.0,5.6994
2017-05-29,West,Washington,Seattle,Office Supplies,Storage,Standard Rollaway File with Lock,Consumer,JL-15850,Standard Class,540.57,3,0.0,140.5482
2017-05-30,East,New York,New York City,Technology,Phones,Plantronics MX500i Earset,Consumer,EN-13780,First Class,128.85,3,0.0,3.8655
2017-05-30,East,New York,New York City,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Consumer,EN-13780,First Class,239.97,3,0.0,2.3997
2017-05-30,South,Virginia,Springfield,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Home Office,BD-11560,Standard Class,151.96,4,0.0,36.4704
2017-05-30,East,New York,New York City,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Consumer,EN-13780,First Class,160.32,2,0.0,44.8896
2017-05-31,West,Utah,Orem,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,Consumer,TM-21010,Standard Class,323.1,2,0.0,61.389
2017-05-31,East,Connecticut,Norwich,Furniture,Furnishings,3M Hangers With Command Adhesive,Home Office,SC-20050,Standard Class,22.2,6,0.0,9.102
2017-05-31,Central,Illinois,Chicago,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Corporate,JM-15265,Second Class,51.56,2,0.6,-61.872
2017-05-31,Central,Illinois,Chicago,Office Supplies,Paper,Xerox 1988,Corporate,JM-15265,Second Class,173.488,7,0.2,54.215
2017-05-31,Central,Illinois,Chicago,Office Supplies,Labels,Avery 501,Corporate,JM-15265,Second Class,5.904,2,0.2,1.9926
2017-05-31,West,Utah,Orem,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,Consumer,TM-21010,Standard Class,1406.86,7,0.0,140.686
2017-05-31,East,New Jersey,Paterson,Office Supplies,Paper,Xerox 1889,Corporate,EM-13825,Second Class,274.8,5,0.0,134.652
2017-05-31,East,New Jersey,Paterson,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",Corporate,EM-13825,Second Class,62.18,1,0.0,16.7886
2017-05-31,East,New Jersey,Paterson,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,Corporate,EM-13825,Second Class,8.28,2,0.0,2.9808
2017-05-31,Central,Minnesota,Minneapolis,Furniture,Chairs,Hon Pagoda Stacking Chairs,Consumer,BD-11320,Standard Class,2567.84,8,0.0,770.352
2017-05-31,East,New York,Long Beach,Office Supplies,Fasteners,Bagged Rubber Bands,Home Office,CW-11905,Second Class,7.56,6,0.0,0.3024
2017-05-31,West,California,San Jose,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",Corporate,SP-20650,First Class,80.88,6,0.0,21.0288
2017-05-31,West,California,San Jose,Office Supplies,Paper,Xerox 1883,Corporate,SP-20650,First Class,105.52,4,0.0,48.5392
2017-05-31,West,California,San Jose,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Corporate,SP-20650,First Class,58.38,7,0.0,26.271
2017-05-31,South,North Carolina,Fayetteville,Office Supplies,Art,Newell 347,Consumer,ML-18265,Same Day,10.272,3,0.2,1.1556
2017-05-31,Central,Illinois,Chicago,Office Supplies,Binders,Storex Dura Pro Binders,Corporate,JM-15265,Second Class,3.564,3,0.8,-6.237
2017-05-31,West,Utah,Orem,Office Supplies,Labels,Self-Adhesive Removable Labels,Consumer,TM-21010,Standard Class,15.75,5,0.0,7.56
2017-06-01,West,California,Los Angeles,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", ",Home Office,CG-12040,Standard Class,11.76,2,0.0,5.7624
2017-06-01,Central,Michigan,Detroit,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,Consumer,AJ-10945,Standard Class,299.98,2,0.0,83.9944
2017-06-01,Central,Texas,San Antonio,Office Supplies,Paper,Xerox 1928,Corporate,KE-16420,Standard Class,42.24,10,0.2,13.2
2017-06-01,Central,Michigan,Detroit,Office Supplies,Labels,Avery 491,Consumer,AJ-10945,Standard Class,28.91,7,0.0,13.2986
2017-06-01,Central,Michigan,Detroit,Technology,Phones,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple i,Consumer,AJ-10945,Standard Class,41.9,2,0.0,11.732
2017-06-01,Central,Texas,San Antonio,Office Supplies,Binders,Avery Poly Binder Pockets,Corporate,KE-16420,Standard Class,5.728,8,0.8,-9.1648
2017-06-01,Central,Michigan,Detroit,Office Supplies,Binders,Catalog Binders with Expanding Posts,Consumer,AJ-10945,Standard Class,403.68,6,0.0,181.656
2017-06-04,West,California,Los Angeles,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,Consumer,BP-11155,Second Class,119.98,2,0.0,35.994
2017-06-04,East,New York,New York City,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Home Office,TC-21535,Second Class,30.44,4,0.0,14.3068
2017-06-04,East,New York,New York City,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",Home Office,TC-21535,Second Class,35.28,3,0.0,11.9952
2017-06-04,West,Washington,Seattle,Office Supplies,Labels,Avery 501,Consumer,LL-16840,Same Day,7.38,2,0.0,3.4686
2017-06-04,West,Washington,Seattle,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,LL-16840,Same Day,9.26,2,0.0,3.0558
2017-06-04,West,California,Los Angeles,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Consumer,BP-11155,Second Class,989.97,3,0.0,395.988
2017-06-05,East,New York,Buffalo,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,Corporate,EB-13750,Standard Class,1522.638,9,0.1,169.182
2017-06-05,Central,Missouri,Saint Charles,Office Supplies,Paper,Xerox 1981,Corporate,BB-11545,Standard Class,10.56,2,0.0,4.752
2017-06-07,East,Pennsylvania,Philadelphia,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,Home Office,HD-14785,Standard Class,8.016,3,0.2,1.002
2017-06-07,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Xerox 200,Home Office,HD-14785,Standard Class,25.92,5,0.2,9.072
2017-06-07,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Aluminum Screw Posts,Home Office,HD-14785,Standard Class,18.312,4,0.7,-12.208
2017-06-07,West,California,Los Angeles,Office Supplies,Binders,3-ring staple pack,Corporate,EM-13810,Second Class,7.52,5,0.2,2.632
2017-06-08,South,Florida,Saint Petersburg,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Corporate,AG-10495,Standard Class,9.0,3,0.2,3.15
2017-06-08,South,Florida,Saint Petersburg,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Corporate,AG-10495,Standard Class,173.208,7,0.2,45.4671
2017-06-08,South,Florida,Saint Petersburg,Office Supplies,Art,Newell 344,Corporate,AG-10495,Standard Class,4.448,2,0.2,0.3336
2017-06-08,South,Florida,Saint Petersburg,Office Supplies,Paper,Xerox 1963,Corporate,AG-10495,Standard Class,42.24,10,0.2,13.2
2017-06-08,South,Florida,Saint Petersburg,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,Corporate,AG-10495,Standard Class,516.96,4,0.2,-6.462
2017-06-08,South,Florida,Saint Petersburg,Office Supplies,Paper,Xerox 1951,Corporate,AG-10495,Standard Class,173.488,7,0.2,54.215
2017-06-08,South,Florida,Saint Petersburg,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Corporate,AG-10495,Standard Class,18.264,2,0.7,-13.3936
2017-06-08,Central,Illinois,Chicago,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,Consumer,MG-17695,Standard Class,143.128,2,0.8,-393.602
2017-06-08,Central,Illinois,Chicago,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,Consumer,MG-17695,Standard Class,2.376,3,0.2,0.7425
2017-06-09,Central,Michigan,Royal Oak,Office Supplies,Paper,Xerox 1995,Consumer,NC-18415,Standard Class,12.96,2,0.0,6.2208
2017-06-09,South,Florida,Miami,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Consumer,MJ-17740,Standard Class,64.2,5,0.7,-42.8
2017-06-09,South,Florida,Miami,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Consumer,MJ-17740,Standard Class,38.52,3,0.7,-26.964
2017-06-09,South,Virginia,Hampton,Office Supplies,Binders,Vinyl Sectional Post Binders,Home Office,AG-10765,Standard Class,113.1,3,0.0,56.55
2017-06-09,West,Idaho,Pocatello,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,Consumer,TG-21640,Second Class,355.36,4,0.0,92.3936
2017-06-09,West,Idaho,Pocatello,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Consumer,TG-21640,Second Class,140.376,3,0.2,8.7735
2017-06-09,South,Florida,Miami,Technology,Accessories,Logitech Keyboard K120,Consumer,MJ-17740,Standard Class,72.6,5,0.2,-8.1675
2017-06-11,South,Florida,Lakeland,Technology,Phones,Cisco SPA301,Corporate,JE-15610,First Class,249.584,2,0.2,31.198
2017-06-11,South,Florida,Lakeland,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Corporate,JE-15610,First Class,1123.92,5,0.2,-182.637
2017-06-11,South,Florida,Lakeland,Office Supplies,Storage,Fellowes High-Stak Drawer Files,Corporate,JE-15610,First Class,563.808,4,0.2,21.1428
2017-06-11,South,Florida,Lakeland,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,Corporate,JE-15610,First Class,1036.624,2,0.2,51.8312
2017-06-11,South,Florida,Lakeland,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Corporate,JE-15610,First Class,78.6,5,0.7,-62.88
2017-06-11,South,Florida,Lakeland,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Corporate,JE-15610,First Class,48.672,3,0.2,7.3008
2017-06-11,South,Florida,Lakeland,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Corporate,JE-15610,First Class,60.768,2,0.2,7.596
2017-06-11,South,Florida,Lakeland,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,Corporate,JE-15610,First Class,3.768,2,0.7,-3.14
2017-06-11,South,Louisiana,Monroe,Office Supplies,Paper,Xerox 222,Consumer,BD-11605,Standard Class,32.4,5,0.0,15.552
2017-06-11,South,Louisiana,Monroe,Furniture,Furnishings,DAX Clear Channel Poster Frame,Consumer,BD-11605,Standard Class,29.16,2,0.0,10.7892
2017-06-11,South,Louisiana,Monroe,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Consumer,BD-11605,Standard Class,56.3,2,0.0,15.764
2017-06-11,South,Louisiana,Monroe,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,Consumer,BD-11605,Standard Class,53.7,6,0.0,10.203
2017-06-11,South,Louisiana,Monroe,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",Consumer,BD-11605,Standard Class,36.26,7,0.0,16.6796
2017-06-12,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Xerox 1997,Consumer,GB-14575,Standard Class,20.736,4,0.2,7.2576
2017-06-12,South,Florida,West Palm Beach,Technology,Phones,Speck Products Candyshell Flip Case,Consumer,JH-15910,Standard Class,55.984,2,0.2,4.1988
2017-06-12,East,Pennsylvania,Philadelphia,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",Consumer,GB-14575,Standard Class,43.296,2,0.2,4.3296
2017-06-12,Central,Indiana,Columbus,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,Home Office,SZ-20035,Standard Class,24.56,2,0.0,6.8768
